state	sex	race	age	education	party	ideology	state_contestedness	vote
NY	male	white	18-29	college graduate	A	liberal	solid A	A
NY	female	white	45-64	college graduate	A	liberal	solid A	A
NY	female	black	18-29	high school graduate	A	conservative	solid A	A
NY	male	white	45-64	college graduate	B	conservative	solid A	B
NY	female	white	30-44	some college	other	moderate	solid A	A
NY	female	black	45-64	college graduate	A	liberal	solid A	A
NY	male	white	45-64	high school graduate	other	conservative	solid A	B
NY	male	white	30-44	college graduate	other	conservative	solid A	B
NY	male	white	45-64	college graduate	B	conservative	solid A	B
NY	male	white	18-29	college graduate	A	moderate	solid A	B
NY	female	white	30-44	college graduate	A	moderate	solid A	A
NY	female	black	65+	high school graduate	B	liberal	solid A	A
NY	female	white	45-64	high school graduate	A	moderate	solid A	A
NY	male	white	18-29	college graduate	other	liberal	solid A	A
NY	female	white	45-64	college graduate	other	moderate	solid A	B
NY	female	black	30-44	some college	A	liberal	solid A	A
NY	male	white	45-64	high school graduate	B	conservative	solid A	B
NY	female	white	18-29	high school graduate	B	moderate	solid A	B
NY	female	white	30-44	college graduate	A	liberal	solid A	A
NY	male	white	30-44	college graduate	A	liberal	solid A	A
NY	male	white	18-29	high school graduate	other	conservative	solid A	B
NY	female	black	65+	some college	A	moderate	solid A	A
NY	male	white	45-64	some college	B	conservative	solid A	A
NY	female	black	65+	college graduate	other	moderate	solid A	B
NY	male	white	65+	didn't graduate from HS	A	moderate	solid A	A
NY	female	white	45-64	college graduate	other	liberal	solid A	A
NY	female	white	18-29	high school graduate	other	moderate	solid A	B
NY	female	white	45-64	college graduate	B	moderate	solid A	A
NY	female	white	65+	college graduate	A	moderate	solid A	A
NY	male	black	30-44	some college	other	moderate	solid A	A
NY	male	black	30-44	high school graduate	A	moderate	solid A	A
NY	male	white	45-64	high school graduate	B	moderate	solid A	B
NY	female	black	30-44	college graduate	A	moderate	solid A	A
NY	male	white	45-64	college graduate	A	moderate	solid A	A
NY	female	white	18-29	some college	other	moderate	solid A	B
NY	female	white	45-64	some college	B	moderate	solid A	B
NY	female	black	45-64	high school graduate	A	conservative	solid A	A
NY	male	white	45-64	college graduate	A	liberal	solid A	A
NY	female	white	45-64	college graduate	other	liberal	solid A	A
NY	female	white	30-44	college graduate	B	conservative	solid A	B
NY	female	other	18-29	college graduate	B	conservative	solid A	A
NY	male	other	30-44	some college	other	moderate	solid A	A
NY	female	white	45-64	college graduate	other	moderate	solid A	A
NY	female	other	18-29	college graduate	A	liberal	solid A	A
NY	male	white	45-64	college graduate	B	conservative	solid A	B
NY	male	white	45-64	college graduate	A	moderate	solid A	A
NY	female	white	65+	college graduate	A	liberal	solid A	A
NY	female	white	45-64	college graduate	A	liberal	solid A	A
NY	female	other	18-29	college graduate	A	moderate	solid A	A
NY	male	white	65+	high school graduate	other	moderate	solid A	A
NY	female	white	45-64	college graduate	A	liberal	solid A	A
NY	male	white	30-44	college graduate	A	liberal	solid A	A
NY	female	white	18-29	college graduate	other	moderate	solid A	A
NY	female	white	30-44	some college	A	moderate	solid A	A
NY	female	white	30-44	high school graduate	A	liberal	solid A	B
NY	male	white	45-64	some college	B	liberal	solid A	B
NY	male	white	30-44	high school graduate	other	moderate	solid A	A
NY	female	white	45-64	high school graduate	B	moderate	solid A	B
NY	female	other	18-29	college graduate	A	liberal	solid A	A
NY	female	black	18-29	high school graduate	A	liberal	solid A	A
NY	male	white	45-64	college graduate	B	conservative	solid A	B
NY	male	white	18-29	college graduate	B	moderate	solid A	B
NY	male	white	18-29	college graduate	other	liberal	solid A	A
NY	female	white	65+	college graduate	A	liberal	solid A	A
NY	female	white	30-44	college graduate	other	moderate	solid A	B
NY	male	white	30-44	college graduate	B	conservative	solid A	B
NY	female	white	65+	college graduate	A	liberal	solid A	A
NY	female	hispanic	30-44	college graduate	other	moderate	solid A	A
NY	female	white	45-64	college graduate	other	moderate	solid A	A
NY	male	white	30-44	college graduate	A	moderate	solid A	A
NY	male	white	18-29	didn't graduate from HS	A	liberal	solid A	A
NY	female	white	65+	high school graduate	A	conservative	solid A	A
NY	female	white	45-64	some college	B	conservative	solid A	B
NY	female	white	30-44	college graduate	A	liberal	solid A	A
NY	male	white	45-64	college graduate	A	liberal	solid A	B
NY	male	white	45-64	some college	B	conservative	solid A	B
NY	male	other	45-64	high school graduate	A	liberal	solid A	A
NY	male	black	18-29	college graduate	A	moderate	solid A	A
NY	male	white	45-64	some college	other	conservative	solid A	B
NY	female	white	30-44	college graduate	B	liberal	solid A	B
NY	male	white	30-44	college graduate	B	moderate	solid A	B
NY	female	black	45-64	college graduate	A	liberal	solid A	A
NY	female	hispanic	30-44	some college	A	moderate	solid A	A
NY	female	white	30-44	college graduate	A	moderate	solid A	A
NY	male	white	30-44	college graduate	B	conservative	solid A	B
NY	male	white	45-64	college graduate	A	moderate	solid A	B
NY	female	white	65+	college graduate	A	liberal	solid A	A
NY	male	white	45-64	some college	B	conservative	solid A	B
NY	male	white	30-44	college graduate	B	moderate	solid A	B
NY	female	black	30-44	college graduate	A	conservative	solid A	A
NY	female	hispanic	30-44	some college	other	conservative	solid A	A
NY	male	black	30-44	high school graduate	A	moderate	solid A	A
NY	male	black	18-29	high school graduate	A	moderate	solid A	A
NY	male	white	45-64	high school graduate	other	liberal	solid A	A
NY	male	white	65+	college graduate	A	liberal	solid A	A
NY	male	hispanic	45-64	college graduate	B	conservative	solid A	B
NY	male	white	18-29	college graduate	other	moderate	solid A	B
NY	male	black	45-64	some college	A	liberal	solid A	A
NY	female	white	45-64	some college	B	moderate	solid A	B
NY	female	white	45-64	college graduate	A	moderate	solid A	A
NY	female	white	45-64	college graduate	B	conservative	solid A	B
NY	female	white	30-44	high school graduate	A	conservative	solid A	B
NY	male	white	45-64	college graduate	A	moderate	solid A	A
NY	female	white	18-29	didn't graduate from HS	A	moderate	solid A	A
NY	male	white	45-64	college graduate	B	moderate	solid A	B
NY	female	white	45-64	college graduate	A	liberal	solid A	A
NY	female	white	45-64	college graduate	other	moderate	solid A	A
NY	female	white	45-64	college graduate	A	liberal	solid A	A
NY	male	white	30-44	some college	A	liberal	solid A	A
NY	male	white	45-64	high school graduate	B	conservative	solid A	B
NY	female	white	18-29	some college	B	moderate	solid A	A
NY	female	black	30-44	high school graduate	A	conservative	solid A	A
NY	male	white	45-64	some college	B	moderate	solid A	A
NY	male	hispanic	45-64	college graduate	other	liberal	solid A	A
NY	female	white	18-29	some college	A	moderate	solid A	A
NY	female	white	18-29	high school graduate	A	moderate	solid A	A
NY	male	black	45-64	some college	other	moderate	solid A	A
NY	female	black	45-64	high school graduate	A	moderate	solid A	A
NY	female	black	45-64	some college	A	liberal	solid A	A
NY	male	black	45-64	high school graduate	A	conservative	solid A	A
NY	female	white	30-44	high school graduate	other	moderate	solid A	B
NY	female	white	18-29	college graduate	A	liberal	solid A	A
NY	male	white	45-64	college graduate	other	conservative	solid A	B
NY	female	white	65+	college graduate	A	liberal	solid A	A
NY	male	white	18-29	some college	other	moderate	solid A	B
NY	male	other	30-44	college graduate	A	moderate	solid A	A
NY	male	white	45-64	college graduate	B	conservative	solid A	B
NY	female	white	45-64	some college	B	conservative	solid A	B
NY	female	white	45-64	some college	B	conservative	solid A	B
NY	male	white	30-44	some college	other	moderate	solid A	A
NY	female	black	45-64	some college	A	moderate	solid A	A
NY	female	white	30-44	college graduate	other	conservative	solid A	A
NY	female	white	45-64	college graduate	other	moderate	solid A	B
NY	female	black	65+	high school graduate	A	moderate	solid A	A
NY	female	white	18-29	high school graduate	other	conservative	solid A	B
NY	female	white	45-64	some college	A	moderate	solid A	A
NY	male	black	18-29	some college	A	moderate	solid A	A
NY	female	white	30-44	college graduate	B	conservative	solid A	B
NY	female	black	45-64	some college	A	moderate	solid A	A
NY	male	other	30-44	college graduate	other	conservative	solid A	A
NY	male	white	30-44	college graduate	other	moderate	solid A	A
NY	male	black	30-44	some college	A	moderate	solid A	A
NY	female	white	45-64	college graduate	B	moderate	solid A	B
NY	male	white	65+	high school graduate	B	conservative	solid A	B
NY	male	white	45-64	college graduate	A	liberal	solid A	A
NY	male	white	30-44	high school graduate	B	conservative	solid A	B
NY	female	white	30-44	college graduate	other	liberal	solid A	A
NY	male	white	30-44	some college	A	moderate	solid A	A
NY	female	hispanic	65+	high school graduate	B	moderate	solid A	B
NY	female	black	30-44	college graduate	A	moderate	solid A	A
NY	female	black	45-64	college graduate	A	conservative	solid A	A
NY	female	black	45-64	college graduate	A	liberal	solid A	A
NY	male	hispanic	45-64	some college	B	conservative	solid A	B
NY	male	black	30-44	college graduate	A	liberal	solid A	A
NY	female	white	30-44	college graduate	other	liberal	solid A	A
NY	female	white	18-29	college graduate	A	liberal	solid A	A
NY	male	white	30-44	college graduate	other	moderate	solid A	B
NY	male	white	30-44	college graduate	other	conservative	solid A	B
NY	female	white	30-44	college graduate	B	conservative	solid A	A
NY	male	white	30-44	some college	A	moderate	solid A	A
NY	female	other	18-29	college graduate	other	liberal	solid A	A
NY	male	white	45-64	high school graduate	B	conservative	solid A	B
NY	male	black	30-44	college graduate	A	moderate	solid A	A
NY	female	white	65+	some college	B	conservative	solid A	B
NY	female	hispanic	30-44	college graduate	B	conservative	solid A	A
NY	male	white	45-64	college graduate	B	conservative	solid A	B
NY	male	hispanic	30-44	some college	A	moderate	solid A	A
NY	male	white	45-64	some college	A	moderate	solid A	A
NY	female	hispanic	30-44	college graduate	A	liberal	solid A	A
NY	female	white	18-29	college graduate	A	liberal	solid A	A
NY	female	white	45-64	college graduate	B	moderate	solid A	B
NY	female	white	30-44	college graduate	other	liberal	solid A	A
NY	female	black	18-29	some college	A	moderate	solid A	A
NY	female	white	18-29	college graduate	A	liberal	solid A	A
NY	female	white	30-44	college graduate	A	liberal	solid A	A
NY	female	white	18-29	some college	B	conservative	solid A	B
NY	male	white	30-44	college graduate	A	liberal	solid A	A
NY	male	white	65+	didn't graduate from HS	A	moderate	solid A	A
NY	female	black	30-44	high school graduate	A	liberal	solid A	A
NY	female	white	45-64	college graduate	B	conservative	solid A	B
NY	female	white	30-44	high school graduate	other	conservative	solid A	B
NY	female	black	30-44	college graduate	A	liberal	solid A	A
NY	male	hispanic	30-44	some college	other	liberal	solid A	A
NY	female	white	30-44	college graduate	A	liberal	solid A	A
NY	female	hispanic	45-64	high school graduate	A	liberal	solid A	A
NY	male	white	30-44	college graduate	B	moderate	solid A	A
NY	male	white	30-44	some college	other	conservative	solid A	B
NY	female	white	30-44	high school graduate	B	conservative	solid A	B
NY	female	white	30-44	college graduate	A	liberal	solid A	A
NY	male	white	18-29	high school graduate	other	moderate	solid A	A
NY	female	white	30-44	college graduate	B	moderate	solid A	B
NY	male	white	30-44	college graduate	other	moderate	solid A	B
NY	female	white	18-29	college graduate	A	moderate	solid A	A
NY	female	white	18-29	college graduate	A	liberal	solid A	A
NY	female	white	30-44	college graduate	A	moderate	solid A	A
NY	male	white	45-64	college graduate	B	conservative	solid A	B
NY	female	white	45-64	some college	other	moderate	solid A	B
NY	female	white	45-64	some college	B	conservative	solid A	B
NY	male	white	45-64	some college	A	liberal	solid A	A
NY	female	white	45-64	high school graduate	other	conservative	solid A	B
NY	male	other	18-29	some college	A	moderate	solid A	A
NY	female	white	45-64	some college	A	moderate	solid A	A
NY	male	white	30-44	high school graduate	other	moderate	solid A	A
NY	female	white	65+	college graduate	B	conservative	solid A	B
NY	female	white	45-64	college graduate	A	liberal	solid A	A
NY	female	white	18-29	college graduate	other	liberal	solid A	A
NY	female	black	18-29	high school graduate	A	liberal	solid A	A
NY	female	white	45-64	college graduate	B	conservative	solid A	B
NY	female	black	30-44	high school graduate	A	moderate	solid A	A
NY	male	black	45-64	some college	B	moderate	solid A	A
NY	male	white	18-29	college graduate	A	liberal	solid A	A
NY	female	white	45-64	college graduate	B	conservative	solid A	B
NY	female	black	30-44	college graduate	A	moderate	solid A	A
NY	male	white	45-64	some college	A	moderate	solid A	A
NY	male	black	18-29	college graduate	A	moderate	solid A	A
NY	female	black	45-64	college graduate	A	moderate	solid A	A
OH	female	white	45-64	some college	B	conservative	battleground	B
OH	female	white	30-44	some college	B	conservative	battleground	B
OH	female	black	30-44	high school graduate	other	liberal	battleground	A
OH	female	white	45-64	college graduate	A	liberal	battleground	A
OH	female	white	45-64	high school graduate	A	moderate	battleground	A
OH	male	white	45-64	some college	A	moderate	battleground	A
OH	female	white	45-64	some college	other	conservative	battleground	A
OH	male	white	45-64	college graduate	A	liberal	battleground	A
OH	male	white	18-29	college graduate	B	conservative	battleground	B
OH	female	black	45-64	high school graduate	A	moderate	battleground	A
OH	male	white	45-64	some college	B	conservative	battleground	B
OH	female	white	18-29	high school graduate	other	moderate	battleground	B
OH	female	black	18-29	some college	A	moderate	battleground	A
OH	female	white	65+	some college	other	liberal	battleground	A
OH	female	white	45-64	college graduate	other	moderate	battleground	B
OH	male	white	45-64	college graduate	B	conservative	battleground	B
OH	male	white	30-44	college graduate	other	moderate	battleground	A
OH	female	black	30-44	some college	other	conservative	battleground	A
OH	male	white	45-64	college graduate	other	conservative	battleground	B
OH	female	white	45-64	college graduate	A	liberal	battleground	A
OH	female	white	45-64	college graduate	B	conservative	battleground	B
OH	female	white	30-44	college graduate	B	conservative	battleground	B
OH	male	white	45-64	high school graduate	B	conservative	battleground	B
