state	sex	race	age	education	ideology	vote
MA	male	white	45-64	high school graduate	liberal	A
IL	female	hispanic	65+	college graduate	liberal	A
CA	male	other	30-44	college graduate	moderate	A
CA	female	hispanic	30-44	college graduate	moderate	B
IL	female	hispanic	18-29	college graduate	liberal	A
WI	male	white	30-44	high school graduate	conservative	B
WI	male	white	45-64	high school graduate	moderate	A
OH	female	white	30-44	some college	moderate	B
UT	female	white	18-29	college graduate	liberal	A
NY	male	white	45-64	some college	liberal	A
IL	male	white	45-64	high school graduate	conservative	A
CA	female	white	65+	college graduate	moderate	A
SC	male	black	45-64	didn't graduate from HS	liberal	A
KS	male	white	45-64	high school graduate	conservative	A
NJ	female	white	18-29	college graduate	liberal	A
UT	female	white	65+	college graduate	conservative	B
NM	female	white	65+	high school graduate	conservative	B
LA	female	white	45-64	high school graduate	liberal	A
CA	female	white	45-64	college graduate	moderate	A
TN	male	white	45-64	high school graduate	conservative	B
MN	male	white	18-29	high school graduate	moderate	B
NC	female	white	30-44	didn't graduate from HS	liberal	A
TX	female	white	65+	didn't graduate from HS	moderate	B
CA	female	other	18-29	some college	conservative	A
NJ	female	white	45-64	some college	moderate	A
AZ	female	white	45-64	some college	liberal	B
FL	male	white	65+	college graduate	moderate	A
FL	female	black	30-44	high school graduate	moderate	A
CA	male	hispanic	18-29	some college	liberal	A
FL	female	white	65+	high school graduate	conservative	B
CA	female	white	45-64	college graduate	moderate	A
AZ	male	hispanic	30-44	didn't graduate from HS	liberal	A
SD	male	white	45-64	some college	conservative	B
MI	female	white	45-64	college graduate	moderate	B
IL	female	black	30-44	some college	liberal	A
TN	female	white	45-64	high school graduate	moderate	A
MN	female	white	45-64	college graduate	moderate	A
MA	male	white	30-44	college graduate	moderate	A
RI	female	white	45-64	some college	moderate	A
PA	female	white	65+	some college	conservative	B
MS	female	white	45-64	some college	moderate	B
FL	female	white	30-44	didn't graduate from HS	moderate	A
MI	male	white	30-44	college graduate	conservative	A
IN	male	black	30-44	some college	liberal	A
NM	male	other	65+	high school graduate	moderate	A
PA	male	white	45-64	college graduate	conservative	A
FL	male	black	30-44	college graduate	moderate	A
MI	male	white	18-29	college graduate	conservative	B
IL	male	white	18-29	high school graduate	moderate	A
AZ	female	hispanic	30-44	high school graduate	liberal	A
WV	male	white	45-64	high school graduate	liberal	A
CA	male	white	18-29	college graduate	liberal	A
IL	male	white	45-64	high school graduate	conservative	B
TX	male	white	30-44	some college	conservative	B
NC	male	white	65+	college graduate	moderate	A
CA	female	other	45-64	college graduate	moderate	A
NJ	female	white	45-64	some college	liberal	A
AL	male	white	30-44	some college	moderate	B
CA	male	white	65+	some college	moderate	A
IN	male	white	65+	college graduate	conservative	B
MT	female	white	45-64	college graduate	moderate	A
NV	female	white	30-44	some college	moderate	B
OH	female	white	45-64	college graduate	conservative	B
OH	female	white	45-64	college graduate	conservative	B
CT	female	hispanic	18-29	college graduate	moderate	A
MN	female	white	45-64	college graduate	conservative	B
MN	female	white	18-29	college graduate	conservative	B
AL	female	white	65+	high school graduate	conservative	B
WI	male	white	65+	college graduate	moderate	A
WI	female	white	30-44	college graduate	conservative	B
OH	female	black	18-29	college graduate	liberal	A
ID	male	white	45-64	college graduate	conservative	B
FL	female	hispanic	65+	college graduate	moderate	A
NJ	male	black	30-44	high school graduate	moderate	A
IN	female	white	45-64	college graduate	moderate	B
OH	male	white	30-44	college graduate	conservative	B
CA	male	hispanic	18-29	high school graduate	liberal	A
NC	male	white	65+	high school graduate	conservative	B
VA	male	other	18-29	high school graduate	moderate	A
OH	female	white	18-29	some college	moderate	other
MA	female	white	18-29	college graduate	moderate	B
TN	male	white	30-44	college graduate	liberal	A
AZ	female	white	18-29	some college	conservative	B
MI	female	white	18-29	some college	moderate	A
FL	female	white	45-64	college graduate	conservative	B
TN	male	white	30-44	college graduate	liberal	A
MI	male	white	45-64	high school graduate	liberal	B
WI	female	white	30-44	high school graduate	conservative	B
MD	female	white	45-64	some college	conservative	B
TX	female	white	45-64	some college	conservative	B
IN	female	white	18-29	high school graduate	liberal	A
CA	male	hispanic	18-29	some college	liberal	A
NY	male	white	30-44	college graduate	moderate	B
CA	female	hispanic	65+	high school graduate	moderate	other
IL	female	white	18-29	college graduate	conservative	B
NC	female	black	18-29	college graduate	moderate	A
MN	male	white	18-29	high school graduate	conservative	B
VA	female	white	65+	college graduate	moderate	B
PA	male	white	30-44	college graduate	moderate	A
NY	male	white	18-29	college graduate	liberal	A
FL	female	hispanic	45-64	high school graduate	liberal	A
NJ	male	white	30-44	high school graduate	moderate	A
KS	female	other	45-64	college graduate	liberal	A
FL	male	white	18-29	college graduate	conservative	B
CA	female	hispanic	65+	college graduate	conservative	B
NY	male	black	18-29	high school graduate	moderate	A
CO	female	white	45-64	college graduate	moderate	B
PA	female	white	45-64	college graduate	liberal	A
MT	female	white	18-29	high school graduate	liberal	A
CA	male	hispanic	65+	college graduate	moderate	A
IL	male	white	30-44	college graduate	moderate	B
NJ	female	white	45-64	some college	moderate	A
KY	female	black	18-29	college graduate	moderate	A
IL	male	white	30-44	college graduate	liberal	B
LA	female	white	30-44	some college	conservative	B
IL	male	white	45-64	college graduate	conservative	A
AL	female	white	45-64	some college	moderate	A
KY	male	white	65+	college graduate	moderate	B
FL	male	white	18-29	some college	moderate	A
CA	female	white	18-29	college graduate	liberal	A
OH	male	white	30-44	college graduate	conservative	B
KY	male	white	65+	high school graduate	moderate	B
IL	male	other	30-44	some college	moderate	B
OK	male	white	18-29	some college	liberal	A
NY	female	white	30-44	college graduate	moderate	B
LA	female	black	30-44	college graduate	conservative	A
NC	male	black	45-64	some college	moderate	A
SC	female	white	30-44	some college	moderate	B
MS	female	white	65+	high school graduate	moderate	B
TX	female	hispanic	18-29	some college	liberal	A
TX	male	white	45-64	some college	conservative	B
GA	male	white	18-29	some college	conservative	B
OR	male	white	65+	some college	liberal	A
AR	female	white	45-64	high school graduate	conservative	B
PA	female	white	65+	college graduate	conservative	B
NY	male	white	30-44	college graduate	moderate	B
TX	female	white	18-29	high school graduate	moderate	B
MN	female	white	45-64	high school graduate	moderate	A
OH	female	white	45-64	some college	liberal	A
NY	female	white	65+	high school graduate	moderate	A
CA	female	black	45-64	didn't graduate from HS	moderate	A
GA	male	white	30-44	some college	conservative	B
MI	male	white	45-64	some college	conservative	B
UT	male	white	45-64	college graduate	moderate	B
WA	male	white	18-29	college graduate	moderate	A
WI	male	white	30-44	some college	conservative	B
CA	female	white	65+	some college	moderate	B
FL	male	white	65+	college graduate	moderate	B
PA	male	white	45-64	some college	moderate	A
LA	male	black	18-29	some college	moderate	A
PA	male	white	45-64	high school graduate	moderate	B
KY	male	white	65+	some college	conservative	B
MA	female	white	45-64	some college	liberal	A
PA	male	white	65+	college graduate	moderate	A
SC	male	black	18-29	didn't graduate from HS	moderate	A
AZ	male	white	45-64	college graduate	moderate	A
VA	male	black	45-64	some college	moderate	A
MS	male	white	18-29	some college	moderate	B
CA	female	white	45-64	college graduate	moderate	A
IL	male	white	30-44	some college	conservative	A
NM	female	white	65+	college graduate	moderate	B
PA	female	white	45-64	college graduate	moderate	A
NJ	male	white	18-29	some college	moderate	B
CA	female	other	18-29	college graduate	moderate	B
PA	male	white	45-64	college graduate	liberal	A
NC	male	white	30-44	some college	moderate	B
FL	male	hispanic	45-64	college graduate	moderate	B
MI	female	white	45-64	some college	moderate	A
VA	male	white	30-44	some college	conservative	B
TX	female	white	30-44	some college	moderate	A
CA	male	white	45-64	high school graduate	moderate	A
SD	male	white	18-29	college graduate	moderate	A
FL	female	white	65+	college graduate	conservative	B
WI	male	other	30-44	some college	moderate	B
MI	female	white	45-64	college graduate	liberal	A
VA	female	black	30-44	college graduate	liberal	A
NY	female	other	45-64	college graduate	moderate	A
CA	male	white	45-64	college graduate	liberal	A
TX	female	black	30-44	some college	moderate	A
CA	male	white	45-64	college graduate	moderate	A
PA	female	white	45-64	college graduate	moderate	A
MA	female	white	45-64	college graduate	moderate	A
MI	male	white	65+	high school graduate	conservative	B
GA	female	black	45-64	some college	moderate	A
MA	male	white	30-44	some college	conservative	B
PA	female	white	65+	some college	moderate	B
CA	male	other	45-64	college graduate	liberal	B
OH	female	black	18-29	college graduate	moderate	A
OH	female	white	65+	high school graduate	moderate	other
AL	male	white	18-29	college graduate	conservative	other
OK	male	white	45-64	college graduate	moderate	B
CA	female	hispanic	18-29	didn't graduate from HS	liberal	A
WI	male	white	45-64	college graduate	conservative	B
MD	female	black	18-29	some college	moderate	A
MD	female	black	45-64	college graduate	moderate	A
CA	male	hispanic	30-44	college graduate	conservative	B
FL	male	white	65+	some college	moderate	A
IL	male	white	45-64	college graduate	moderate	B
OH	female	other	30-44	some college	moderate	A
FL	female	black	65+	some college	moderate	A
DE	male	black	30-44	college graduate	moderate	A
CA	male	white	18-29	some college	moderate	A
NY	male	hispanic	18-29	college graduate	liberal	A
MO	male	white	65+	high school graduate	moderate	A
CA	female	other	45-64	high school graduate	liberal	A
NV	male	white	65+	some college	conservative	B
MI	female	white	65+	high school graduate	conservative	other
NH	male	black	45-64	high school graduate	liberal	A
AL	female	white	45-64	high school graduate	moderate	A
GA	female	black	65+	some college	moderate	A
PA	male	white	45-64	high school graduate	liberal	A
CA	male	white	45-64	some college	conservative	B
OH	male	white	18-29	didn't graduate from HS	moderate	B
MD	male	white	30-44	college graduate	conservative	B
PA	male	white	45-64	college graduate	liberal	A
WV	female	white	30-44	some college	moderate	B
LA	male	white	45-64	college graduate	conservative	B
FL	male	black	30-44	high school graduate	moderate	A
IL	female	black	30-44	some college	conservative	A
CA	female	hispanic	18-29	college graduate	moderate	A
MI	male	white	30-44	college graduate	conservative	B
MD	male	white	45-64	some college	moderate	A
NE	male	white	30-44	college graduate	liberal	A
OK	female	black	30-44	high school graduate	moderate	A
CA	female	white	65+	some college	moderate	B
CA	male	white	45-64	college graduate	moderate	A
AZ	male	white	65+	college graduate	moderate	B
ME	male	white	45-64	college graduate	liberal	A
LA	female	black	18-29	college graduate	moderate	A
CO	female	other	30-44	college graduate	moderate	B
PA	male	white	45-64	college graduate	moderate	A
VA	male	white	30-44	college graduate	conservative	A
IN	male	white	30-44	some college	moderate	B
CA	female	hispanic	30-44	college graduate	moderate	A
NH	female	white	30-44	high school graduate	moderate	A
NH	female	white	30-44	high school graduate	moderate	A
MS	male	white	65+	some college	conservative	B
OH	female	white	30-44	college graduate	moderate	A
NJ	male	white	45-64	college graduate	liberal	A
TN	male	white	45-64	didn't graduate from HS	conservative	B
AZ	female	white	65+	college graduate	moderate	B
VA	male	other	45-64	some college	moderate	A
NM	female	white	65+	college graduate	moderate	other
CA	male	hispanic	30-44	some college	liberal	A
FL	female	white	45-64	college graduate	moderate	A
NJ	female	white	45-64	college graduate	conservative	B
MD	female	white	30-44	college graduate	moderate	A
CA	female	other	18-29	high school graduate	moderate	A
FL	female	black	30-44	some college	conservative	A
NY	female	white	30-44	college graduate	moderate	B
CA	female	white	45-64	some college	liberal	A
IL	male	white	18-29	college graduate	moderate	B
NY	male	white	30-44	college graduate	conservative	B
KY	male	black	65+	college graduate	moderate	A
OK	male	black	30-44	some college	moderate	A
NJ	male	hispanic	45-64	didn't graduate from HS	moderate	A
NY	male	black	18-29	college graduate	liberal	A
WI	female	white	30-44	college graduate	moderate	A
CA	male	hispanic	18-29	some college	moderate	A
PA	male	white	30-44	high school graduate	moderate	B
NH	male	white	65+	some college	moderate	A
NM	female	other	30-44	college graduate	moderate	A
CA	male	hispanic	30-44	some college	conservative	A
IA	female	white	45-64	some college	moderate	A
FL	female	white	65+	high school graduate	liberal	A
FL	male	white	45-64	high school graduate	moderate	B
NC	male	black	18-29	some college	liberal	A
