state	sex	race	age	education	ideology	vote
NY	female	hispanic	18-29	high school graduate	moderate	A
VA	female	white	45-64	some college	moderate	B
WA	male	white	65+	some college	conservative	B
IN	male	white	45-64	some college	conservative	B
AL	male	white	45-64	some college	conservative	B
CA	male	white	30-44	high school graduate	conservative	B
CT	female	hispanic	18-29	college graduate	moderate	A
MN	female	white	45-64	college graduate	moderate	A
TX	male	white	45-64	some college	moderate	B
FL	male	black	30-44	some college	conservative	A
IL	female	white	65+	high school graduate	moderate	A
OK	female	white	30-44	college graduate	moderate	B
CA	male	white	65+	high school graduate	liberal	A
NY	male	white	65+	college graduate	conservative	B
MA	female	white	18-29	some college	liberal	A
CA	male	white	45-64	college graduate	moderate	B
KY	female	white	65+	high school graduate	moderate	A
KY	male	white	45-64	college graduate	moderate	A
NY	female	black	45-64	high school graduate	moderate	A
NY	male	white	18-29	some college	moderate	A
CA	female	white	18-29	some college	liberal	A
PA	female	black	45-64	some college	moderate	A
MI	male	white	30-44	some college	conservative	B
NY	male	black	18-29	college graduate	moderate	A
NJ	male	white	65+	didn't graduate from HS	moderate	B
CA	male	white	45-64	some college	conservative	B
PA	male	hispanic	30-44	some college	conservative	B
FL	male	white	30-44	didn't graduate from HS	moderate	B
CA	female	white	65+	college graduate	conservative	B
NY	female	white	30-44	college graduate	moderate	A
CA	male	white	45-64	college graduate	moderate	A
NY	male	white	18-29	college graduate	liberal	A
CA	female	white	65+	college graduate	moderate	A
AL	male	white	30-44	high school graduate	conservative	B
NY	female	white	45-64	college graduate	liberal	A
KY	female	white	65+	college graduate	conservative	B
OK	female	black	30-44	high school graduate	liberal	A
PA	male	white	45-64	college graduate	moderate	A
WI	female	white	30-44	college graduate	moderate	A
IL	male	white	45-64	college graduate	conservative	A
NJ	female	white	45-64	some college	liberal	A
NJ	female	white	18-29	college graduate	conservative	B
TX	male	white	18-29	some college	moderate	B
CA	female	white	30-44	college graduate	moderate	A
NC	male	white	18-29	college graduate	moderate	B
CA	male	white	30-44	some college	conservative	B
NY	female	white	30-44	some college	conservative	A
MI	male	hispanic	65+	high school graduate	moderate	B
CA	male	hispanic	30-44	college graduate	liberal	A
CA	female	white	18-29	high school graduate	moderate	B
VA	male	other	30-44	college graduate	moderate	B
LA	female	white	45-64	high school graduate	conservative	B
IA	male	other	30-44	some college	liberal	A
WI	male	black	30-44	some college	moderate	A
VA	male	black	45-64	college graduate	moderate	B
ND	female	white	65+	some college	moderate	B
WV	male	white	45-64	didn't graduate from HS	liberal	B
PA	female	white	18-29	college graduate	liberal	A
ND	male	white	45-64	college graduate	conservative	B
MI	male	white	18-29	high school graduate	conservative	A
PA	male	black	18-29	high school graduate	moderate	A
MN	female	white	18-29	high school graduate	conservative	A
CA	female	white	30-44	college graduate	liberal	A
MD	male	hispanic	18-29	high school graduate	conservative	B
DE	male	black	30-44	college graduate	conservative	A
IL	male	white	65+	college graduate	liberal	A
MA	male	white	30-44	college graduate	moderate	A
WV	female	white	65+	high school graduate	moderate	A
VA	male	white	30-44	high school graduate	conservative	B
SC	male	white	45-64	college graduate	conservative	B
MO	male	white	65+	didn't graduate from HS	moderate	A
WI	male	other	30-44	some college	moderate	B
TN	female	white	45-64	college graduate	liberal	A
FL	male	white	30-44	some college	moderate	A
CT	male	black	30-44	some college	moderate	B
IL	male	white	45-64	some college	moderate	A
CA	female	other	45-64	college graduate	moderate	A
VA	female	white	30-44	college graduate	conservative	B
TX	male	white	45-64	college graduate	moderate	B
MN	male	white	65+	some college	moderate	A
FL	female	black	30-44	high school graduate	moderate	A
NY	female	white	45-64	college graduate	moderate	A
MI	female	white	45-64	some college	conservative	B
TN	female	white	18-29	high school graduate	moderate	A
OH	male	black	30-44	college graduate	moderate	A
MD	female	white	65+	high school graduate	conservative	A
KS	female	white	18-29	some college	moderate	A
IL	male	white	45-64	college graduate	conservative	B
CA	male	white	30-44	some college	moderate	B
CA	male	white	30-44	college graduate	moderate	A
TX	female	white	30-44	some college	moderate	B
AR	male	black	65+	high school graduate	liberal	A
MN	male	white	65+	college graduate	liberal	A
IL	female	white	45-64	some college	conservative	B
KS	female	white	65+	some college	moderate	A
OH	male	white	18-29	some college	conservative	B
PA	female	white	30-44	some college	conservative	B
CA	male	white	45-64	college graduate	liberal	A
MA	male	white	65+	some college	conservative	B
WI	female	white	45-64	college graduate	moderate	B
NJ	female	white	45-64	college graduate	moderate	B
PA	male	white	45-64	high school graduate	conservative	B
NC	female	white	45-64	high school graduate	conservative	B
IN	male	white	45-64	college graduate	conservative	B
NE	female	white	65+	college graduate	conservative	B
NH	male	white	65+	college graduate	liberal	A
CA	female	white	30-44	college graduate	conservative	A
NC	male	white	45-64	college graduate	moderate	A
TX	male	hispanic	45-64	high school graduate	conservative	B
IL	male	black	45-64	high school graduate	liberal	A
NC	male	white	45-64	college graduate	moderate	A
AL	male	white	30-44	college graduate	conservative	B
MS	male	white	30-44	high school graduate	conservative	B
NJ	male	white	65+	high school graduate	moderate	B
FL	female	hispanic	45-64	some college	moderate	B
TN	female	white	18-29	some college	moderate	A
MA	male	white	45-64	didn't graduate from HS	moderate	A
MO	female	white	65+	high school graduate	moderate	B
KY	male	white	45-64	high school graduate	moderate	A
CA	male	hispanic	30-44	college graduate	liberal	A
NJ	female	white	30-44	high school graduate	conservative	B
MD	male	white	18-29	college graduate	conservative	B
LA	female	white	30-44	didn't graduate from HS	conservative	B
OH	male	white	30-44	college graduate	moderate	A
FL	male	black	45-64	some college	moderate	A
VA	male	white	30-44	college graduate	moderate	A
IL	female	white	45-64	some college	moderate	B
NC	female	white	18-29	college graduate	conservative	B
NJ	male	white	30-44	college graduate	moderate	B
CA	female	hispanic	30-44	some college	liberal	A
MA	female	white	18-29	college graduate	liberal	A
IL	female	black	18-29	high school graduate	moderate	A
IL	female	white	18-29	high school graduate	liberal	A
OH	female	white	18-29	some college	liberal	A
AK	female	white	45-64	college graduate	liberal	A
GA	male	white	45-64	college graduate	conservative	B
NJ	male	white	45-64	high school graduate	conservative	B
KS	male	white	45-64	didn't graduate from HS	moderate	A
MO	female	white	30-44	some college	liberal	A
TX	male	white	18-29	college graduate	moderate	B
NY	male	white	30-44	some college	moderate	B
AK	male	white	30-44	college graduate	moderate	A
NJ	male	white	18-29	college graduate	moderate	A
TN	female	white	45-64	high school graduate	moderate	B
VA	male	white	30-44	college graduate	conservative	B
MS	female	white	45-64	college graduate	liberal	A
MD	female	white	45-64	college graduate	conservative	B
OH	male	white	45-64	some college	liberal	A
MI	female	white	65+	high school graduate	moderate	B
PA	male	white	30-44	college graduate	moderate	B
AZ	female	white	18-29	some college	liberal	B
CA	female	white	45-64	some college	conservative	B
PA	female	white	45-64	some college	conservative	B
OH	female	white	45-64	some college	conservative	A
CA	female	white	45-64	some college	moderate	A
CT	female	white	30-44	college graduate	conservative	B
AR	female	white	45-64	high school graduate	moderate	A
VA	female	hispanic	45-64	didn't graduate from HS	conservative	B
IL	male	white	65+	high school graduate	conservative	B
TN	male	white	30-44	college graduate	moderate	A
MS	female	white	65+	high school graduate	moderate	B
KS	female	white	45-64	high school graduate	liberal	A
OH	male	white	45-64	some college	conservative	B
WI	male	white	30-44	some college	liberal	A
MN	female	white	45-64	college graduate	liberal	A
GA	male	white	18-29	high school graduate	conservative	B
IL	female	black	45-64	college graduate	moderate	A
GA	female	black	18-29	didn't graduate from HS	liberal	A
CA	female	white	18-29	college graduate	moderate	B
CA	male	other	45-64	college graduate	moderate	A
OH	female	white	45-64	high school graduate	liberal	B
NE	male	white	30-44	some college	liberal	A
NY	female	white	45-64	some college	liberal	A
OH	female	white	45-64	some college	liberal	A
NY	male	white	45-64	college graduate	liberal	A
GA	female	black	30-44	some college	moderate	A
MO	male	white	65+	didn't graduate from HS	moderate	A
CA	male	black	30-44	high school graduate	liberal	A
IL	female	white	65+	college graduate	conservative	B
MD	female	white	45-64	high school graduate	moderate	B
WA	male	hispanic	45-64	college graduate	conservative	B
CA	female	black	18-29	high school graduate	moderate	B
PA	male	white	18-29	college graduate	moderate	A
TX	female	white	45-64	some college	moderate	B
IL	male	hispanic	30-44	some college	conservative	B
IL	male	white	45-64	some college	liberal	A
TX	male	black	18-29	some college	liberal	A
VT	female	other	45-64	some college	moderate	A
LA	male	white	45-64	college graduate	conservative	B
NY	male	white	45-64	high school graduate	conservative	A
PA	male	white	45-64	high school graduate	moderate	B
PA	female	white	30-44	college graduate	moderate	A
PA	female	white	65+	high school graduate	moderate	B
KY	male	white	45-64	high school graduate	conservative	B
ND	male	hispanic	65+	college graduate	conservative	B
CA	female	other	45-64	some college	conservative	B
CA	male	other	45-64	college graduate	moderate	B
OH	male	black	45-64	some college	moderate	A
IN	female	white	45-64	some college	moderate	B
MD	female	black	30-44	some college	liberal	A
CA	female	white	30-44	college graduate	moderate	B
MO	female	black	30-44	high school graduate	liberal	A
OH	female	white	45-64	some college	conservative	B
CT	female	white	45-64	some college	moderate	A
CA	male	other	18-29	high school graduate	moderate	A
CA	female	hispanic	30-44	college graduate	conservative	B
RI	female	white	65+	some college	moderate	B
AL	female	white	30-44	college graduate	conservative	B
PA	male	white	30-44	college graduate	moderate	A
CA	female	black	30-44	college graduate	conservative	A
AZ	female	white	65+	college graduate	moderate	B
MN	male	white	18-29	some college	moderate	A
CA	male	white	45-64	college graduate	moderate	A
CA	male	white	30-44	college graduate	conservative	A
IL	male	hispanic	18-29	some college	moderate	A
FL	female	white	30-44	some college	conservative	B
MD	male	black	18-29	college graduate	conservative	A
IA	female	black	45-64	high school graduate	conservative	A
MD	male	white	30-44	college graduate	moderate	A
PA	male	white	30-44	some college	conservative	A
MD	female	white	45-64	some college	moderate	B
KY	male	white	30-44	some college	moderate	B
LA	female	black	45-64	college graduate	liberal	A
IL	female	white	18-29	college graduate	conservative	B
GA	female	white	18-29	some college	moderate	A
VA	male	white	45-64	some college	moderate	B
LA	male	white	18-29	high school graduate	conservative	B
MI	male	white	65+	some college	moderate	B
OH	male	white	45-64	some college	conservative	B
WI	female	white	65+	some college	moderate	A
PA	male	white	45-64	high school graduate	conservative	A
CT	male	white	45-64	college graduate	conservative	B
VA	female	white	65+	high school graduate	moderate	A
FL	male	black	18-29	didn't graduate from HS	conservative	A
IN	female	white	30-44	some college	moderate	A
MO	female	other	30-44	college graduate	liberal	A
NY	male	black	18-29	college graduate	liberal	A
IL	female	white	30-44	high school graduate	moderate	A
NY	male	hispanic	18-29	college graduate	moderate	A
IL	male	white	45-64	college graduate	moderate	B
MA	female	white	18-29	high school graduate	liberal	A
OH	male	white	45-64	college graduate	conservative	B
CA	male	white	45-64	college graduate	moderate	A
WI	female	white	18-29	college graduate	conservative	B
CA	female	white	45-64	college graduate	moderate	A
GA	female	white	45-64	some college	conservative	B
KS	female	white	45-64	some college	moderate	B
CA	male	other	45-64	college graduate	liberal	A
MS	female	black	18-29	college graduate	conservative	A
MI	female	white	18-29	some college	liberal	A
LA	female	white	30-44	college graduate	moderate	B
NC	male	white	45-64	some college	conservative	B
OH	female	white	45-64	college graduate	moderate	A
MO	female	white	65+	college graduate	conservative	B
KS	male	hispanic	45-64	college graduate	moderate	B
IN	male	white	45-64	high school graduate	liberal	A
TX	female	black	45-64	some college	moderate	A
CA	male	white	30-44	college graduate	liberal	A
MN	male	white	45-64	college graduate	conservative	B
IL	male	white	30-44	college graduate	conservative	B
MO	male	white	45-64	college graduate	conservative	B
WI	male	white	18-29	high school graduate	moderate	B
FL	male	white	18-29	some college	liberal	A
OH	female	white	65+	high school graduate	moderate	B
PA	female	black	45-64	some college	moderate	A
