state	sex	race	age	education	party	ideology	vote_2008	state_contestedness
SC	male	white	45-64	some college	republican	moderate	john mcCain	solid romney
PA	male	white	30-44	high school graduate	republican	conservative	john mcCain	quasi-battleground
OR	male	white	30-44	high school graduate	other	moderate	barack obama	solid obama
CA	female	white	18-29	some college	republican	conservative	john mcCain	solid obama
MS	male	white	45-64	some college	republican	conservative	john mcCain	solid romney
KY	male	white	30-44	didn't graduate from HS	other	moderate	john mcCain	solid romney
IN	male	white	65+	high school graduate	democrat	conservative	barack obama	solid romney
FL	male	white	18-29	college graduate	republican	conservative	john mcCain	battleground
IA	male	white	30-44	some college	democrat	moderate	barack obama	battleground
CO	female	white	30-44	college graduate	republican	moderate	john mcCain	battleground
NY	male	white	18-29	some college	democrat	liberal	barack obama	solid obama
MA	female	white	30-44	college graduate	republican	moderate	john mcCain	solid obama
GA	male	black	30-44	college graduate	democrat	liberal	barack obama	solid romney
CA	male	white	45-64	college graduate	democrat	liberal	barack obama	solid obama
TN	male	white	45-64	high school graduate	democrat	conservative	john mcCain	solid romney
CT	male	white	18-29	college graduate	republican	conservative	john mcCain	solid obama
TX	female	white	45-64	high school graduate	democrat	moderate	barack obama	solid romney
CA	female	white	30-44	some college	other	moderate	john mcCain	solid obama
KY	female	white	45-64	college graduate	republican	moderate	john mcCain	solid romney
SC	female	white	45-64	college graduate	other	moderate	john mcCain	solid romney
NY	female	white	45-64	college graduate	democrat	liberal	barack obama	solid obama
TX	female	white	45-64	college graduate	republican	moderate	john mcCain	solid romney
MO	female	white	30-44	college graduate	republican	conservative	john mcCain	solid romney
NY	male	white	30-44	high school graduate	other	moderate	barack obama	solid obama
IL	male	white	30-44	college graduate	democrat	liberal	barack obama	solid obama
MI	male	white	65+	high school graduate	republican	conservative	john mcCain	quasi-battleground
KY	female	white	45-64	some college	republican	conservative	john mcCain	solid romney
TX	female	white	30-44	college graduate	other	conservative	barack obama	solid romney
UT	female	black	18-29	college graduate	other	moderate	barack obama	solid romney
SC	male	hispanic	30-44	college graduate	other	moderate	barack obama	solid romney
MO	male	white	18-29	college graduate	other	moderate	barack obama	solid romney
NY	female	white	45-64	high school graduate	democrat	moderate	barack obama	solid obama
KS	female	white	45-64	college graduate	other	moderate	john mcCain	solid romney
CA	male	white	45-64	college graduate	republican	conservative	john mcCain	solid obama
MD	male	white	65+	college graduate	other	moderate	john mcCain	solid obama
NY	female	white	45-64	some college	republican	moderate	barack obama	solid obama
MN	female	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
FL	female	white	30-44	college graduate	republican	liberal	barack obama	battleground
GA	male	white	45-64	didn't graduate from HS	other	liberal	john mcCain	solid romney
CO	female	white	45-64	some college	other	moderate	barack obama	battleground
NY	female	white	18-29	some college	republican	conservative	john mcCain	solid obama
IL	female	white	30-44	college graduate	republican	conservative	john mcCain	solid obama
PA	female	white	30-44	college graduate	democrat	moderate	john mcCain	quasi-battleground
MO	male	white	45-64	college graduate	other	moderate	barack obama	solid romney
NJ	female	hispanic	45-64	some college	republican	conservative	john mcCain	solid obama
GA	male	white	18-29	college graduate	republican	conservative	john mcCain	solid romney
OH	female	black	30-44	some college	democrat	moderate	barack obama	battleground
KS	male	white	45-64	college graduate	other	conservative	barack obama	solid romney
KS	male	white	45-64	college graduate	republican	conservative	barack obama	solid romney
CA	female	white	45-64	college graduate	democrat	moderate	barack obama	solid obama
NY	male	white	30-44	high school graduate	republican	moderate	john mcCain	solid obama
NY	male	white	45-64	college graduate	other	conservative	john mcCain	solid obama
IL	male	black	30-44	college graduate	democrat	conservative	barack obama	solid obama
NY	male	other	18-29	college graduate	democrat	liberal	barack obama	solid obama
AL	female	black	30-44	some college	democrat	moderate	barack obama	solid romney
IL	male	hispanic	30-44	some college	republican	liberal	barack obama	solid obama
FL	female	black	30-44	high school graduate	democrat	conservative	barack obama	battleground
OH	female	white	30-44	some college	democrat	liberal	barack obama	battleground
IL	female	white	45-64	high school graduate	democrat	moderate	barack obama	solid obama
CA	male	white	65+	some college	republican	conservative	john mcCain	solid obama
CA	female	white	45-64	some college	other	liberal	barack obama	solid obama
IL	male	black	18-29	high school graduate	democrat	liberal	barack obama	solid obama
NY	male	hispanic	30-44	some college	democrat	moderate	barack obama	solid obama
RI	male	white	30-44	college graduate	democrat	moderate	barack obama	solid obama
AL	male	white	45-64	didn't graduate from HS	other	moderate	john mcCain	solid romney
IL	male	white	18-29	college graduate	republican	moderate	barack obama	solid obama
OH	female	white	45-64	high school graduate	democrat	conservative	barack obama	battleground
PA	female	white	45-64	college graduate	democrat	liberal	barack obama	quasi-battleground
MA	female	white	30-44	college graduate	democrat	liberal	barack obama	solid obama
ME	female	white	18-29	some college	other	moderate	john mcCain	solid obama
NE	male	white	45-64	some college	democrat	moderate	barack obama	solid romney
TX	male	white	30-44	some college	republican	conservative	john mcCain	solid romney
MO	male	white	45-64	some college	democrat	moderate	barack obama	solid romney
WI	male	white	45-64	high school graduate	other	moderate	barack obama	quasi-battleground
TX	male	hispanic	65+	didn't graduate from HS	democrat	moderate	barack obama	solid romney
MO	female	white	45-64	some college	democrat	liberal	barack obama	solid romney
TN	female	white	45-64	high school graduate	republican	moderate	john mcCain	solid romney
TX	female	white	45-64	college graduate	republican	conservative	john mcCain	solid romney
MN	female	white	18-29	some college	democrat	conservative	barack obama	quasi-battleground
TX	female	white	45-64	high school graduate	other	moderate	john mcCain	solid romney
NY	female	white	45-64	college graduate	other	conservative	john mcCain	solid obama
CA	female	white	30-44	some college	democrat	liberal	barack obama	solid obama
IL	male	white	45-64	college graduate	democrat	liberal	barack obama	solid obama
MO	male	black	18-29	college graduate	democrat	liberal	barack obama	solid romney
MO	female	white	65+	didn't graduate from HS	democrat	liberal	barack obama	solid romney
CT	male	white	45-64	college graduate	republican	conservative	john mcCain	solid obama
IA	male	white	45-64	some college	democrat	moderate	barack obama	battleground
NY	male	black	45-64	some college	other	conservative	barack obama	solid obama
PA	female	black	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
IN	female	white	30-44	college graduate	democrat	moderate	barack obama	solid romney
CA	male	white	45-64	college graduate	republican	conservative	john mcCain	solid obama
WI	female	black	65+	high school graduate	other	conservative	john mcCain	quasi-battleground
TN	female	white	45-64	high school graduate	other	conservative	barack obama	solid romney
CA	female	hispanic	30-44	high school graduate	democrat	liberal	barack obama	solid obama
AL	male	black	45-64	college graduate	other	moderate	barack obama	solid romney
MI	female	white	18-29	high school graduate	other	liberal	john mcCain	quasi-battleground
FL	female	white	45-64	college graduate	democrat	liberal	barack obama	battleground
LA	female	black	18-29	high school graduate	other	moderate	barack obama	solid romney
PA	female	white	45-64	college graduate	democrat	moderate	barack obama	quasi-battleground
VA	female	white	18-29	high school graduate	democrat	moderate	barack obama	battleground
MS	female	white	18-29	some college	republican	conservative	john mcCain	solid romney
AR	female	white	30-44	high school graduate	democrat	liberal	barack obama	solid romney
CA	female	hispanic	45-64	some college	democrat	moderate	barack obama	solid obama
MN	female	white	45-64	college graduate	republican	conservative	john mcCain	quasi-battleground
DE	male	other	18-29	college graduate	other	moderate	barack obama	solid obama
CA	male	hispanic	30-44	some college	republican	conservative	john mcCain	solid obama
PA	female	white	65+	high school graduate	republican	conservative	john mcCain	quasi-battleground
WI	male	white	30-44	college graduate	other	moderate	barack obama	quasi-battleground
TX	female	white	30-44	some college	other	liberal	john mcCain	solid romney
NY	male	white	18-29	college graduate	other	moderate	barack obama	solid obama
NY	female	white	45-64	college graduate	democrat	liberal	barack obama	solid obama
MD	male	black	45-64	some college	democrat	conservative	barack obama	solid obama
CA	female	white	45-64	high school graduate	other	conservative	john mcCain	solid obama
FL	female	hispanic	30-44	college graduate	democrat	conservative	barack obama	battleground
VA	female	white	30-44	college graduate	other	conservative	john mcCain	battleground
CA	female	white	30-44	college graduate	other	liberal	barack obama	solid obama
MN	male	other	30-44	some college	democrat	liberal	barack obama	quasi-battleground
NJ	female	white	30-44	college graduate	republican	liberal	barack obama	solid obama
OK	female	white	30-44	college graduate	republican	conservative	john mcCain	solid romney
MD	male	white	45-64	some college	republican	moderate	john mcCain	solid obama
FL	male	white	45-64	college graduate	republican	conservative	john mcCain	battleground
PA	male	white	18-29	some college	other	liberal	barack obama	quasi-battleground
IL	male	white	45-64	college graduate	republican	conservative	john mcCain	solid obama
IL	female	white	65+	some college	democrat	moderate	barack obama	solid obama
CA	female	white	18-29	some college	republican	moderate	john mcCain	solid obama
MI	male	white	65+	college graduate	republican	moderate	john mcCain	quasi-battleground
GA	female	black	30-44	high school graduate	democrat	liberal	barack obama	solid romney
NY	female	white	30-44	college graduate	democrat	moderate	barack obama	solid obama
CA	female	white	45-64	college graduate	democrat	moderate	barack obama	solid obama
IA	female	hispanic	18-29	some college	democrat	liberal	barack obama	battleground
OK	male	white	30-44	college graduate	republican	moderate	john mcCain	solid romney
